,Area_Code,GP_Name,Area_Type,Time_Period,Deprivation_Score_IMD_2019,GP_Rank,Percentile_Rank,decile,report_period_end,practice_name,practice_code,region_code,Pat_Appts_Use,Pat_Presc_Use,Total_Use,patient_list_size,Pat_Presc_Use_per_1000,Pat_Appts_Use_per_1000
4029,E83045,FRIERN BARNET MEDICAL CENTRE,GP,2019,17.6180033931699,4384.0,0.3720630372492837,40% least deprived,2021-09-30,FRIERN BARNET MEDICAL CENTRE,E83045,Y56,0.0,376.0,23802.0,9649.0,38.97,0.0
4030,M81043,THE MORTIMER MEDICAL PRAC,GP,2019,17.6059315164221,4385.0,0.37191977077363897,40% least deprived,2021-09-30,THE MORTIMER MEDICAL PRAC,M81043,Y60,121.0,1182.0,23397.0,8737.0,135.29,13.85
4031,C82026,BRIDGE STREET MEDICAL PRACTICE,GP,2019,17.605172614799,4386.0,0.37177650429799425,40% least deprived,2021-09-30,BRIDGE STREET MEDICAL PRACTICE,C82026,Y60,14.0,1236.0,3169.0,8354.0,147.95,1.68
4032,J81006,THE ADAM PRACTICE,GP,2019,17.6026338002268,4387.0,0.3716332378223496,40% least deprived,2021-09-30,THE ADAM PRACTICE,J81006,Y58,715.0,4857.0,17890.0,34413.0,141.14,20.78
4033,L82006,PENRYN SURGERY,GP,2019,17.6007827259111,4388.0,0.37148997134670486,40% least deprived,2021-09-30,PENRYN SURGERY,L82006,Y58,635.0,2670.0,6093.0,19667.0,135.76,32.29
4034,L85033,LANGPORT SURGERY,GP,2019,17.5997798365123,4389.0,0.3713467048710602,40% least deprived,2021-09-30,LANGPORT SURGERY,L85033,Y58,392.0,2435.0,33544.0,13581.0,179.29,28.86
4035,N81651,UPTON ROCKS PRIMARY CARE,GP,2019,17.5985594386351,4390.0,0.3712034383954155,40% least deprived,2021-09-30,UPTON ROCKS PRIMARY CARE,N81651,Y62,0.0,350.0,7509.0,3582.0,97.71,0.0
4036,F86028,CHADWELL HEATH SURGERY,GP,2019,17.5963001686341,4391.0,0.37106017191977075,40% least deprived,2021-09-30,CHADWELL HEATH SURGERY,F86028,Y56,387.0,439.0,21571.0,10592.0,41.45,36.54
4037,B86678,DR F GUPTA'S PRACTICE,GP,2019,17.5920892018779,4392.0,0.3709169054441261,40% least deprived,2021-09-30,DR F GUPTA'S PRACTICE,B86678,Y63,5.0,144.0,801.0,2780.0,51.8,1.8
4038,G82215,MARDEN MEDICAL CENTRE,GP,2019,17.5906980842912,4393.0,0.37077363896848137,40% least deprived,2021-09-30,MARDEN MEDICAL CENTRE,G82215,Y59,170.0,1119.0,22100.0,7133.0,156.88,23.83
4039,L83043,LEATSIDE SURGERY,GP,2019,17.5880893642543,4394.0,0.3706303724928367,40% least deprived,2021-09-30,LEATSIDE SURGERY,L83043,Y58,256.0,1057.0,26211.0,15341.0,68.9,16.69
4040,E82002,WRAFTON HOUSE SURGERY,GP,2019,17.57882363408,4395.0,0.370487106017192,40% least deprived,2021-09-30,WRAFTON HOUSE SURGERY,E82002,Y61,0.0,359.0,22444.0,9806.0,36.61,0.0
4041,P81742,BEECHWOOD SURGERY,GP,2019,17.5766826474332,4396.0,0.37034383954154726,40% least deprived,2021-09-30,BEECHWOOD SURGERY,P81742,Y62,5.0,346.0,4722.0,2360.0,146.61,2.12
4042,F85069,CROUCH HALL ROAD SURGERY,GP,2019,17.576238061127,4397.0,0.3702005730659026,40% least deprived,2021-09-30,CROUCH HALL ROAD SURGERY,F85069,Y56,0.0,341.0,10585.0,8379.0,40.7,0.0
4043,F84747,THE BARKANTINE PRACTICE,GP,2019,17.5610425607064,4398.0,0.3700573065902579,40% least deprived,2021-09-30,THE BARKANTINE PRACTICE,F84747,Y56,0.0,791.0,63829.0,26166.0,30.23,0.0
4044,F81014,CHURCH LANE SURGERY,GP,2019,17.5557756930358,4399.0,0.3699140401146132,40% least deprived,2021-09-30,CHURCH LANE SURGERY,F81014,Y61,5.0,2337.0,4800.0,11832.0,197.52,0.42
4045,M83001,HORSEFAIR PRACTICE,GP,2019,17.5493071202667,4400.0,0.3697707736389685,40% least deprived,2021-09-30,HORSEFAIR PRACTICE,M83001,Y60,265.0,835.0,30306.0,11976.0,69.72,22.13
4046,N82039,STORRSDALE MEDICAL CENTRE,GP,2019,17.548292716699,4401.0,0.36962750716332377,40% least deprived,2021-09-30,STORRSDALE MEDICAL CENTRE,N82039,Y62,0.0,469.0,7716.0,3805.0,123.26,0.0
4047,M83057,MILL BANK,GP,2019,17.5452022279349,4402.0,0.3694842406876791,40% least deprived,2021-09-30,MILL BANK,M83057,Y60,0.0,567.0,29713.0,10635.0,53.31,0.0
4048,G81057,SEDLESCOMBE & WESTFIELD SURGERIES,GP,2019,17.5403380553767,4403.0,0.3693409742120344,40% least deprived,2021-09-30,SEDLESCOMBE & WESTFIELD SURGERIES,G81057,Y59,0.0,0.0,5394.0,6294.0,0.0,0.0
4049,M81037,THORNELOE LODGE SURGERY,GP,2019,17.5360611334226,4404.0,0.36919770773638966,40% least deprived,2021-09-30,THORNELOE LODGE SURGERY,M81037,Y60,0.0,964.0,19263.0,11391.0,84.63,0.0
4050,N84020,BLUNDELLSANDS SURGERY,GP,2019,17.5326177859139,4405.0,0.369054441260745,40% least deprived,2021-09-30,BLUNDELLSANDS SURGERY,N84020,Y62,251.0,2096.0,21266.0,10102.0,207.48,24.85
4051,E84044,THE NORTHWICK SURGERY,GP,2019,17.5311995844053,4406.0,0.36891117478510027,40% least deprived,2021-09-30,THE NORTHWICK SURGERY,E84044,Y56,0.0,648.0,16312.0,10472.0,61.88,0.0
4052,M81042,TENBURY SURGERY,GP,2019,17.5259361385613,4407.0,0.3687679083094556,40% least deprived,2021-09-30,TENBURY SURGERY,M81042,Y60,0.0,769.0,13671.0,9424.0,81.6,0.0
4053,E86015,CENTRAL UXBRIDGE SURGERY,GP,2019,17.5233836466282,4408.0,0.3686246418338109,40% least deprived,2021-09-30,CENTRAL UXBRIDGE SURGERY,E86015,Y56,2.0,1399.0,34221.0,16522.0,84.67,0.12
4054,L83101,ABBEY SURGERY,GP,2019,17.5230291140995,4409.0,0.36848137535816616,40% least deprived,2021-09-30,ABBEY SURGERY,L83101,Y58,0.0,1133.0,57523.0,14786.0,76.63,0.0
4055,G82111,THE CEDARS SURGERY,GP,2019,17.5119286858219,4412.0,0.3680515759312321,40% least deprived,2021-09-30,THE CEDARS SURGERY,G82111,Y59,43.0,1500.0,50960.0,11055.0,135.69,3.89
4056,N81013,HIGH STREET SURGERY,GP,2019,17.5118724771822,4413.0,0.3679083094555874,40% least deprived,2021-09-30,HIGH STREET SURGERY,N81013,Y62,141.0,909.0,27265.0,7539.0,120.57,18.7
4057,A87007,FOREST HALL HEALTH CENTRE,GP,2019,17.500687533536,4414.0,0.36776504297994267,40% least deprived,2021-09-30,FOREST HALL MEDICAL GROUP,A87007,Y63,35.0,2431.0,9051.0,18784.0,129.42,1.86
4058,E84069,BELMONT HEALTH CENTRE,GP,2019,17.4968016605166,4415.0,0.367621776504298,40% least deprived,2021-09-30,BELMONT HEALTH CENTRE,E84069,Y56,85.0,502.0,19045.0,13503.0,37.18,6.29
4059,L85018,CANNINGTON HEALTH CENTRE,GP,2019,17.4932348993289,4416.0,0.3674785100286533,40% least deprived,2021-09-30,CANNINGTON HEALTH CENTRE,L85018,Y58,0.0,609.0,10160.0,5214.0,116.8,0.0
4060,F81082,THE RIGG-MILNER MEDICAL CENTRE,GP,2019,17.4895815394146,4417.0,0.3673352435530086,40% least deprived,2021-09-30,THE RIGG-MILNER MEDICAL CENTRE,F81082,Y61,1.0,133.0,605.0,5086.0,26.15,0.2
4061,C82050,DR NR PULMAN'S PRACTICE,GP,2019,17.4813793222683,4418.0,0.3671919770773639,40% least deprived,2021-09-30,DR NR PULMAN'S PRACTICE,C82050,Y60,7.0,2334.0,5118.0,13884.0,168.11,0.5
4062,E82082,BIRCHWOOD SURGERY,GP,2019,17.4775836824865,4419.0,0.3670487106017192,40% least deprived,2021-09-30,BIRCHWOOD SURGERY,E82082,Y61,821.0,1004.0,5096.0,12668.0,79.25,64.81
4063,E87010,MAIDA VALE MEDICAL CENTRE,GP,2019,17.4765456915279,4420.0,0.3669054441260745,40% least deprived,2021-09-30,MAIDA VALE MEDICAL CENTRE,E87010,Y56,82.0,373.0,984.0,6602.0,56.5,12.42
4064,C82627,SILVERDALE MEDICAL CENTRE,GP,2019,17.474114772945,4421.0,0.3667621776504298,40% least deprived,2021-09-30,SILVERDALE MEDICAL CENTRE,C82627,Y60,203.0,633.0,1458.0,5986.0,105.75,33.91
4065,E82008,THE NEVELLS ROAD SURGERY,GP,2019,17.4733367835921,4422.0,0.3666189111747851,40% least deprived,2021-09-30,THE NEVELLS ROAD SURGERY,E82008,Y61,1.0,536.0,1361.0,10331.0,51.88,0.1
4066,B85027,THE LINDLEY GROUP PRACT.,GP,2019,17.4674047882136,4423.0,0.3664756446991404,40% least deprived,2021-09-30,THE LINDLEY GROUP PRACT.,B85027,Y63,433.0,1831.0,60451.0,11001.0,166.44,39.36
4067,J81059,SOUTHBOURNE PRACTICE,GP,2019,17.4670333778371,4424.0,0.3663323782234957,40% least deprived,2021-09-30,SOUTHBOURNE PRACTICE,J81059,Y58,0.0,137.0,804.0,10048.0,13.63,0.0
4068,K84060,ST. CLEMENT'S SURGERY,GP,2019,17.4660258519389,4425.0,0.366189111747851,40% least deprived,2021-09-30,ST. CLEMENT'S SURGERY,K84060,Y59,0.0,133.0,10791.0,5309.0,25.05,0.0
4069,L83051,CRICKETFIELD SURGERY,GP,2019,17.4638803204324,4426.0,0.3660458452722063,40% least deprived,2021-09-30,CRICKETFIELD SURGERY,L83051,Y58,675.0,1286.0,3810.0,10396.0,123.7,64.93
4070,K82039,BEDFORD STREET SURGERY,GP,2019,17.4472516299286,4427.0,0.36590257879656163,40% least deprived,2021-09-30,BEDFORD STREET SURGERY,K82039,Y61,1647.0,2574.0,16600.0,14515.0,177.33,113.47
4071,B86070,AIREBOROUGH FAMILY PRACTICE,GP,2019,17.4429983193277,4428.0,0.3657593123209169,40% least deprived,2021-09-30,AIREBOROUGH FAMILY PRACTICE,B86070,Y63,73.0,465.0,1654.0,4337.0,107.22,16.83
4072,F85029,ABERNETHY HOUSE SURGERY,GP,2019,17.4304915972748,4429.0,0.3656160458452722,40% least deprived,2021-09-30,ABERNETHY HOUSE SURGERY,F85029,Y56,141.0,1021.0,33074.0,12869.0,79.34,10.96
4073,E85746,GROVE PARK TERRACE SURGERY,GP,2019,17.4254292565947,4430.0,0.3654727793696275,40% least deprived,2021-09-30,GROVE PARK TERRACE SURGERY,E85746,Y56,102.0,331.0,1331.0,4073.0,81.27,25.04
4074,B83061,OAKWORTH MEDICAL PRACTICE,GP,2019,17.4104254828481,4431.0,0.3653295128939828,40% least deprived,2021-09-30,OAKWORTH MEDICAL PRACTICE,B83061,Y63,0.0,646.0,1230.0,3418.0,189.0,0.0
4075,H82037,SELSEY MEDICAL PRACTICE,GP,2019,17.4085546231919,4432.0,0.36518624641833813,40% least deprived,2021-09-30,SELSEY MEDICAL PRACTICE,H82037,Y59,75.0,586.0,2945.0,12648.0,46.33,5.93
4076,E87061,THE PEMBRIDGE VILLAS SURGERY,GP,2019,17.4045750284199,4433.0,0.3650429799426934,40% least deprived,2021-09-30,THE PEMBRIDGE VILLAS SURGERY,E87061,Y56,0.0,266.0,1501.0,11576.0,22.98,0.0
4077,L85046,MENDIP COUNTRY PRACTICE,GP,2019,17.4036476102941,4434.0,0.3648997134670487,40% least deprived,2021-09-30,MENDIP COUNTRY PRACTICE,L85046,Y58,32.0,217.0,11457.0,5627.0,38.56,5.69
4078,G82219,ST PETER'S SURGERY,GP,2019,17.3998751915919,4435.0,0.364756446991404,40% least deprived,2021-09-30,ST PETER'S SURGERY,G82219,Y59,8.0,541.0,10894.0,4637.0,116.67,1.73
4079,L83010,ASHBURTON SURGERY,GP,2019,17.3975841999069,4436.0,0.3646131805157593,40% least deprived,2021-09-30,ASHBURTON SURGERY,L83010,Y58,138.0,1472.0,3328.0,6738.0,218.46,20.48
4080,C83036,GOSBERTON MEDICAL CENTRE,GP,2019,17.3970307408981,4437.0,0.36446991404011464,40% least deprived,2021-09-30,GOSBERTON MEDICAL CENTRE,C83036,Y60,43.0,1309.0,27738.0,7345.0,178.22,5.85
4081,M82048,BELVIDERE MEDICAL PRACT.,GP,2019,17.3899583254404,4438.0,0.3643266475644699,40% least deprived,2021-09-30,BELVIDERE MEDICAL PRACT.,M82048,Y60,85.0,432.0,20517.0,6218.0,69.48,13.67
4082,E85122,THE FLORENCE ROAD SURGERY,GP,2019,17.3893592810621,4439.0,0.3641833810888252,40% least deprived,2021-09-30,THE FLORENCE ROAD SURGERY,E85122,Y56,26.0,634.0,3399.0,15149.0,41.85,1.72
4083,E85007,ST.MARGARETS PRACTICE,GP,2019,17.3828591179424,4440.0,0.36404011461318053,40% least deprived,2021-09-30,ST. MARGARETS PRACTICE,E85007,Y56,431.0,940.0,4096.0,13029.0,72.15,33.08
4084,E87046,THE RANDOLPH SURGERY,GP,2019,17.3778436110109,4441.0,0.3638968481375358,40% least deprived,2021-09-30,THE RANDOLPH SURGERY,E87046,Y56,1.0,58.0,962.0,10714.0,5.41,0.09
4085,M86037,QUINTON PARK MEDICAL CENTRE,GP,2019,17.3774769190871,4442.0,0.3637535816618911,40% least deprived,2021-09-30,QUINTON PARK MEDICAL CENTRE,M86037,Y60,0.0,119.0,3880.0,3884.0,30.64,0.0
4086,A83031,CARMEL MEDICAL PRACTICE,GP,2019,17.3615468523354,4443.0,0.3636103151862464,40% least deprived,2021-09-30,CARMEL MEDICAL PRACTICE,A83031,Y63,1983.0,2087.0,6425.0,10768.0,193.82,184.16
4087,A86035,BROADWAY MEDICAL CENTRE,GP,2019,17.3458472385429,4444.0,0.3634670487106017,40% least deprived,2021-09-30,BROADWAY MEDICAL CENTRE,A86035,Y63,0.0,97.0,493.0,2644.0,36.69,0.0
4088,E82023,BURVILL HOUSE SURGERY,GP,2019,17.3399038909808,4445.0,0.36332378223495704,40% least deprived,2021-09-30,BURVILL HOUSE SURGERY,E82023,Y61,3.0,632.0,17639.0,11991.0,52.71,0.25
4089,C84055,HIGHCROFT SURGERY,GP,2019,17.3370808089284,4446.0,0.3631805157593123,40% least deprived,2021-09-30,HIGHCROFT SURGERY,C84055,Y60,56.0,949.0,4262.0,11521.0,82.37,4.86
4090,L84049,THE ROYAL WELL SURGERY,GP,2019,17.3362910948905,4447.0,0.3630372492836676,40% least deprived,2021-09-30,THE ROYAL WELL SURGERY,L84049,Y58,202.0,470.0,1943.0,6806.0,69.06,29.68
4091,M87020,FELDON LANE PRACTICE,GP,2019,17.3352798530955,4448.0,0.36289398280802293,40% least deprived,2021-09-30,FELDON LANE PRACTICE,M87020,Y60,0.0,729.0,19967.0,9558.0,76.27,0.0
4092,M81038,DR. J BARRELL & PARTNERS,GP,2019,17.3277900390625,4449.0,0.3627507163323782,40% least deprived,2021-09-30,DR. J BARRELL & PARTNERS,M81038,Y60,1101.0,1288.0,39496.0,11723.0,109.87,93.92
4093,F86707,FENCE PIECE ROAD MEDICAL CENTRE,GP,2019,17.3135615815785,4450.0,0.36260744985673354,40% least deprived,2021-09-30,FENCE PIECE ROAD MEDICAL CENTRE,F86707,Y56,2.0,296.0,9540.0,6778.0,43.67,0.3
4094,M86029,BROOMFIELD PARK MED.CTR.,GP,2019,17.2941266827568,4451.0,0.3624641833810888,40% least deprived,2021-09-30,BROOMFIELD PARK MED.CTR.,M86029,Y60,88.0,609.0,31065.0,17346.0,35.11,5.07
4095,C81660,HADFIELD MEDICAL CENTRE,GP,2019,17.282077110637,4452.0,0.3623209169054441,40% least deprived,2021-09-30,HADFIELD MEDICAL CENTRE,C81660,Y62,119.0,486.0,12835.0,3477.0,139.78,34.22
4096,F81193,WITHAM HEALTH CENTRE,GP,2019,17.2802207792208,4453.0,0.36217765042979944,40% least deprived,2021-09-30,WITHAM HEALTH CENTRE,F81193,Y61,3.0,366.0,3264.0,5956.0,61.45,0.5
4097,E84713,THE ENTERPRISE PRACTICE,GP,2019,17.2744048410062,4454.0,0.3620343839541547,40% least deprived,2021-09-30,THE ENTERPRISE PRACTICE,E84713,Y56,5.0,150.0,6226.0,4377.0,34.27,1.14
4098,D81059,RAMSEY HEALTH CENTRE,GP,2019,17.2739358791679,4455.0,0.36189111747851005,40% least deprived,2021-09-30,RAMSEY HEALTH CENTRE,D81059,Y61,733.0,540.0,4389.0,7038.0,76.73,104.15
4099,F81046,DR KRISHNAN & PTNR - KENT ELMS HC,GP,2019,17.2601275088548,4457.0,0.3616045845272206,40% least deprived,2021-09-30,DR KRISHNAN & PTNR - KENT ELMS HC,F81046,Y61,159.0,491.0,2119.0,4974.0,98.71,31.97
4100,L84022,YORKLEIGH SURGERY(CT),GP,2019,17.2575138313361,4458.0,0.36146131805157594,40% least deprived,2021-09-30,YORKLEIGH SURGERY(CT),L84022,Y58,368.0,726.0,2515.0,8581.0,84.61,42.89
4101,B86092,KIPPAX HALL SURGERY,GP,2019,17.2454700854701,4459.0,0.3613180515759312,40% least deprived,2021-09-30,KIPPAX HALL SURGERY,B86092,Y63,465.0,936.0,3221.0,6470.0,144.67,71.87
4102,F82028,WOOD LANE SURGERY,GP,2019,17.2422498824636,4460.0,0.36117478510028656,40% least deprived,2021-09-30,WOOD LANE SURGERY,F82028,Y56,210.0,449.0,15781.0,9674.0,46.41,21.71
4103,G81065,WOODINGDEAN MEDICAL CENTRE,GP,2019,17.2380087238564,4461.0,0.36103151862464183,40% least deprived,2021-09-30,WOODINGDEAN MEDICAL CENTRE,G81065,Y59,7.0,956.0,1710.0,9096.0,105.1,0.77
4104,H85664,TOOTING BEC SURGERY,GP,2019,17.2374240254574,4462.0,0.3608882521489971,40% least deprived,2021-09-30,TOOTING BEC SURGERY,H85664,Y56,0.0,17.0,2391.0,1933.0,8.79,0.0
4105,B86008,ALWOODLEY MEDICAL CENTRE,GP,2019,17.2367222369996,4463.0,0.36074498567335245,40% least deprived,2021-09-30,ALWOODLEY MEDICAL CENTRE,B86008,Y63,949.0,2106.0,110722.0,19086.0,110.34,49.72
4106,F86731,ALDERSBROOK MEDICAL CENTRE,GP,2019,17.2319677848775,4464.0,0.3606017191977077,40% least deprived,2021-09-30,ALDERSBROOK MEDICAL CENTRE,F86731,Y56,169.0,195.0,8553.0,4249.0,45.89,39.77
4107,E81045,KINGSBURY COURT SURGERY,GP,2019,17.2318845247447,4465.0,0.36045845272206306,40% least deprived,2021-09-30,KINGSBURY COURT SURGERY,E81045,Y61,8.0,1034.0,3603.0,9361.0,110.46,0.85
4108,N84024,GRANGE SURGERY,GP,2019,17.2209672727273,4466.0,0.36031518624641834,40% least deprived,2021-09-30,GRANGE SURGERY,N84024,Y62,722.0,1608.0,37898.0,9481.0,169.6,76.15
4109,J83016,TROWBRIDGE HEALTH CENTRE,GP,2019,17.2055822228015,4467.0,0.3601719197707736,40% least deprived,2021-09-30,TROWBRIDGE HEALTH CENTRE,J83016,Y58,2609.0,5371.0,20700.0,31457.0,170.74,82.94
4110,Y05023,SILVER END SURGERY,GP,2019,17.2038265625,4468.0,0.36002865329512895,40% least deprived,2021-09-30,SILVER END SURGERY,Y05023,Y61,9.0,291.0,733.0,4162.0,69.92,2.16
4111,K83024,LAKESIDE RUSHDEN MC,GP,2019,17.2031934843426,4469.0,0.35988538681948423,40% least deprived,2021-09-30,RUSHDEN MEDICAL CENTRE,K83024,Y60,317.0,2214.0,8481.0,10836.0,204.32,29.25
4112,P81003,ST JAMES' MEDICAL CENTRE,GP,2019,17.1834968713336,4470.0,0.35974212034383957,40% least deprived,2021-09-30,ST JAMES' MEDICAL CENTRE,P81003,Y62,94.0,794.0,20484.0,9660.0,82.19,9.73
4113,C84042,SAXON CROSS SURGERY,GP,2019,17.1734316595059,4471.0,0.35959885386819485,40% least deprived,2021-09-30,SAXON CROSS SURGERY,C84042,Y60,325.0,1131.0,4565.0,7402.0,152.8,43.91
4114,G82087,NEW HAYESBANK SURGERY,GP,2019,17.1713263493509,4472.0,0.3594555873925501,40% least deprived,2021-09-30,NEW HAYESBANK SURGERY,G82087,Y59,0.0,1776.0,33567.0,17515.0,101.4,0.0
4115,D82025,HOVETON & WROXHAM MEDICAL CENTRE,GP,2019,17.1579475854585,4473.0,0.35931232091690546,40% least deprived,2021-09-30,HOVETON & WROXHAM MEDICAL CENTRE,D82025,Y61,3.0,965.0,2941.0,9761.0,98.86,0.31
4116,H83039,STOVELL HOUSE SURGERY,GP,2019,17.153851979346,4474.0,0.35916905444126074,40% least deprived,2021-09-30,STOVELL HOUSE SURGERY,H83039,Y56,0.0,482.0,10831.0,7749.0,62.2,0.0
4117,M84065,BEECH TREE MEDICAL PRACTICE,GP,2019,17.1392586146273,4476.0,0.35888252148997135,40% least deprived,2021-09-30,BEECH TREE MEDICAL PRACTICE,M84065,Y60,0.0,421.0,9357.0,6665.0,63.17,0.0
4118,F81697,DR DEVARAJA VC PRACTICE,GP,2019,17.1347030871671,4477.0,0.35873925501432663,40% least deprived,2021-09-30,DR DEVARAJA VC PRACTICE,F81697,Y61,17.0,126.0,519.0,3085.0,40.84,5.51
4119,M83698,SOUTHFIELD WAY SURGERY,GP,2019,17.1239591966847,4478.0,0.35859598853868196,40% least deprived,2021-09-30,SOUTHFIELD WAY SURGERY,M83698,Y60,0.0,215.0,6817.0,3336.0,64.45,0.0
4120,N85005,EASTHAM GROUP PRACTICE,GP,2019,17.1228337228426,4479.0,0.35845272206303724,40% least deprived,2021-09-30,EASTHAM GROUP PRACTICE,N85005,Y62,132.0,1481.0,32358.0,11537.0,128.37,11.44
4121,M81004,RIVERSIDE SURGERY,GP,2019,17.1209657547727,4480.0,0.3583094555873925,40% least deprived,2021-09-30,RIVERSIDE SURGERY,M81004,Y60,0.0,1239.0,31370.0,15065.0,82.24,0.0
4122,K82025,SOVEREIGN MEDICAL CENTRE,GP,2019,17.120853982721,4481.0,0.35816618911174786,40% least deprived,2021-09-30,SOVEREIGN MEDICAL CENTRE,K82025,Y61,15.0,1182.0,2994.0,11265.0,104.93,1.33
4123,C83074,WILLINGHAM-BY-STOW SURGERY,GP,2019,17.1173127131028,4482.0,0.35802292263610314,40% least deprived,2021-09-30,WILLINGHAM-BY-STOW SURGERY,C83074,Y60,0.0,1284.0,2207.0,4178.0,307.32,0.0
4124,Y02646,TURNER ROAD SURGERY,GP,2019,17.1129833130733,4483.0,0.35787965616045847,40% least deprived,2021-09-30,TURNER ROAD SURGERY,Y02646,Y61,57.0,1136.0,3500.0,10153.0,111.89,5.61
4125,B81007,WINTERTON MEDICAL PRACTICE,GP,2019,17.1114691787835,4484.0,0.35773638968481375,40% least deprived,2021-09-30,WINTERTON MEDICAL PRACTICE,B81007,Y63,688.0,906.0,3748.0,9759.0,92.84,70.5
4126,A81048,ZETLAND MEDICAL PRACTICE,GP,2019,17.1087073204043,4485.0,0.35759312320916903,40% least deprived,2021-09-30,ZETLAND MEDICAL PRACTICE,A81048,Y63,272.0,900.0,3116.0,7203.0,124.95,37.76
4127,E84014,BACON LANE SURGERY,GP,2019,17.1081097423146,4486.0,0.35744985673352436,40% least deprived,2021-09-30,BACON LANE SURGERY,E84014,Y56,0.0,557.0,16190.0,8547.0,65.17,0.0
4128,C81106,LAMBGATES HEALTH CENTRE,GP,2019,17.10630987217,4487.0,0.35730659025787964,40% least deprived,2021-09-30,LAMBGATES HEALTH CENTRE,C81106,Y62,87.0,855.0,26314.0,6453.0,132.5,13.48
4129,F81635,COLLINGWOOD ROAD SURGERY,GP,2019,17.100911380597,4488.0,0.357163323782235,40% least deprived,2021-09-30,COLLINGWOOD ROAD SURGERY,F81635,Y61,0.0,86.0,313.0,2361.0,36.43,0.0
4130,D81611,FENLAND GROUP PRACTICE,GP,2019,17.0985937035201,4489.0,0.35702005730659025,40% least deprived,2021-09-30,FENLAND GROUP PRACTICE,D81611,Y61,858.0,1574.0,8110.0,12888.0,122.13,66.57
4131,M83719,RAWNSLEY SURGERY,GP,2019,17.0942368728121,4490.0,0.35687679083094553,40% least deprived,2021-09-30,RAWNSLEY SURGERY,M83719,Y60,0.0,324.0,7481.0,4405.0,73.55,0.0
4132,E83668,DR SP TALPAHEWA,GP,2019,17.0825886739688,4491.0,0.35673352435530087,40% least deprived,2021-09-30,DR SP TALPAHEWA,E83668,Y56,0.0,57.0,5076.0,4279.0,13.32,0.0
4133,G82063,SANDWICH MEDICAL PRACTICE,GP,2019,17.0821011497065,4492.0,0.35659025787965615,40% least deprived,2021-09-30,SANDWICH MEDICAL PRACTICE,G82063,Y59,0.0,1553.0,28905.0,12485.0,124.39,0.0
4134,M87602,HALESOWEN MEDICAL PRACTICE,GP,2019,17.0815709795173,4493.0,0.3564469914040115,40% least deprived,2021-09-30,HALESOWEN MEDICAL PRACTICE,M87602,Y60,158.0,1064.0,23037.0,10008.0,106.31,15.79
4135,D82022,LAWNS PRACTICE,GP,2019,17.0779767834529,4494.0,0.35630372492836676,40% least deprived,2021-09-30,LAWNS PRACTICE,D82022,Y61,2.0,521.0,1321.0,7017.0,74.25,0.29
4136,H82006,THE PETWORTH SURGERY,GP,2019,17.0667973421927,4495.0,0.35616045845272204,40% least deprived,2021-09-30,THE PETWORTH SURGERY,H82006,Y59,28.0,415.0,1333.0,6072.0,68.35,4.61
4137,P88606,SPRINGFIELD SURGERY,GP,2019,17.0613652641003,4496.0,0.3560171919770774,40% least deprived,2021-09-30,SPRINGFIELD SURGERY,P88606,Y62,70.0,394.0,13928.0,5795.0,67.99,12.08
4138,G82160,OAKLANDS HEALTH CENTRE,GP,2019,17.0498821920226,4497.0,0.35587392550143265,40% least deprived,2021-09-30,OAKLANDS HEALTH CENTRE,G82160,Y59,0.0,1537.0,39863.0,11681.0,131.58,0.0
4139,M82051,BROSELEY MEDICAL PRACTICE,GP,2019,17.0392984628523,4498.0,0.355730659025788,40% least deprived,2021-09-30,BROSELEY MEDICAL PRACTICE,M82051,Y60,0.0,271.0,6626.0,4681.0,57.89,0.0
4140,F81116,COLNE MEDICAL CENTRE,GP,2019,17.0388590507302,4499.0,0.35558739255014327,40% least deprived,2021-09-30,COLNE MEDICAL CENTRE,F81116,Y61,1041.0,1284.0,46846.0,10854.0,118.3,95.91
4141,K82040,WHITEHILL SURGERY,GP,2019,17.0376727044726,4500.0,0.35544412607449855,40% least deprived,2021-09-30,WHITEHILL SURGERY,K82040,Y59,62.0,1374.0,49304.0,14442.0,95.14,4.29
4142,L83042,ST LEONARDS PRACTICE,GP,2019,17.0373434745216,4501.0,0.3553008595988539,40% least deprived,2021-09-30,ST LEONARDS PRACTICE,L83042,Y58,19.0,1378.0,3578.0,9274.0,148.59,2.05
4143,F81155,BALFOUR MEDICAL CENTRE,GP,2019,17.0359497449462,4503.0,0.3550143266475645,40% least deprived,2021-09-30,BALFOUR MEDICAL CENTRE,F81155,Y61,80.0,282.0,2015.0,5596.0,50.39,14.3
4144,G85091,THE THREE ZERO SIX MEDICAL CENTRE,GP,2019,17.030850774823,4504.0,0.35487106017191977,40% least deprived,2021-09-30,THE THREE ZERO SIX MEDICAL CENTRE,G85091,Y56,69.0,94.0,9924.0,6065.0,15.5,11.38
4145,L84021,YORKLEY HEALTH CENTRE(WG),GP,2019,17.0267089759798,4505.0,0.35472779369627505,40% least deprived,2021-09-30,YORKLEY HEALTH CENTRE(WG),L84021,Y58,321.0,871.0,3457.0,8191.0,106.34,39.19
4146,N81614,THE SURGERY,GP,2019,17.0259561099561,4506.0,0.3545845272206304,40% least deprived,2021-09-30,THE SURGERY,N81614,Y62,0.0,614.0,7705.0,4933.0,124.47,0.0
